nr,lokalita,otazka,datum,opravnene_osoby,ucast,platnost_referenda,pro,proti,zavaznost,platnost_hlasovani,platnost_fin,platnost_T,referendum_validity,referendum_binding,voting_valid,binding_minimum_count,rok_fin,rok_T,obec_fin,okres_fin,kraj_fin,geo_city,lok_T
50.0,"Sudoměřice (Hodonín, JHM)","Souhlasíte s tím, aby orgány obce učinily při výkonu samostatné působnosti zákonné kroky vedoucí k rozšíření stávajícího rozsahu obousměrné dopravy na komunikaci č. I/70, tj. na historické cestě vedoucí přes zastavěné území obce Sudoměřice do města Skalica, o osobní  automobily do hmotnosti 3,5 tuny?",2008-03-16 00:00:00,999,0.526,ANO,"349      (66,5 %)","174     (33,1 %)",ANO       (263),,ANO,True,True,True,True,263,2008,True,Sudoměřice,Hodonín,Jihomoravský kraj,"Sudoměřice, Hodonín, Jihomoravský kraj, Česká republika",True
51.0,"Rokytnice                        (Zlín, ZLK)","Souhlasíte s tím, aby zastupitelstvo obce Rokytnice pokračovalo v soudním sporu finančního vypořádání mezi městem Slavičín a obcí Rokytnice?",2008-06-07 00:00:00,483,0.4,NE,"88       (45,6 %)","102      (52,8 %)",NE,,NE,True,False,False,True,0,2008,True,Rokytnice,Zlín,Zlínský kraj,"Rokytnice, Zlín, Zlínský kraj, Česká republika",True
52.0,"Horní Habartice (Děčín, ULK)",1.Souhlasíte s výstavbou věže místního kostela sv. Jana Křtitele?                                                                                                                     2. Souhlasíte s prodejem části p.p.č. 326/37 a p.p.č. 326/38 (využití sportoviště) na výstavbu nástupní plochy před kostelem dle nákresu projektanta?,2008-05-24 00:00:00,327,0.697,ANO,"ad 1) 103    ad 2) 97 (45,2 %; 42,5 %)","ad 1) 113    ad 2) 113 (49,6 %; 49,6 %)",NE,,ANO,True,True,False,True,0,2008,True,Horní Habartice,Děčín,Ústecký kraj,"Horní Habartice, Děčín, Ústecký kraj, Česká republika",True
53.0,"Cejle                         (Jihlava, VYS)","Požadujete, aby orgány obce Cejle využily všech svých zákonných rozhodovacích pravomocí v samostatné působnosti k tomu, aby zabránily výstavbě hlubinného úložiště vyhořelého jaderného paliva a vysoce radioaktivních odpadů v lokalitě Rohozná?",2008-03-22 00:00:00,347,0.726,ANO,"200     (79,4 %)","38       (15,1 %)",ANO       (127),,ANO,True,True,True,True,127,2008,True,Cejle,Jihlava,Kraj Vysočina,"Cejle, Jihlava, Kraj Vysočina, Česká republika",True
54.0,"Zlín                    (Zlín, ZLK)","Souhlasíte s osamostatněním, tedy oddělením, místní části Želechovice nad Dřevnicí od statutárního města Zlína a vznikem samostatné obce Želechovice nad Dřevnicí?",2008-05-17 00:00:00,1624,0.833,ANO,"1 259 (93,1 %)","83          (6,1 %)",ANO       (813),,ANO,True,True,True,True,813,2008,True,Zlín,Zlín,Zlínský kraj,"Zlín, Zlín, Zlínský kraj, Česká republika",True
55.0,"Studenec                  (Třebíč, VYS)","Požadujete, aby z pomníku padlých na návsi byl odstraněn reliéf J.V.Stalina?",2008-05-01 00:00:00,447,0.508,ANO,50 (22 %),"154      (67,8 %)",ANO       (114),,ANO,True,True,True,True,114,2008,True,Studenec,Třebíč,Kraj Vysočina,"Studenec, Třebíč, Kraj Vysočina, Česká republika",True
57.0,"Sobotín                  (Šumperk, OLK)",Souhlasíte se vznikem nové obce Petrov nad Desnou oddělením od současné obce Sobotín?,2008-09-06 00:00:00,958,0.628,ANO,"505      (83,9 %)",78           (13 %),ANO       (480),,ANO,True,True,True,True,480,2008,True,Sobotín,Šumperk,Olomoucký kraj,"Sobotín, Šumperk, Olomoucký kraj, Česká republika",True
58.0,"Bousín               (Prostějov, OLK)",Souhlasíte s výstavbou větrných elektráren na k.ú. Bousín a Repechy?,2008-07-19 00:00:00,111,0.766,ANO,"25        (29,4 %)","59        (69,4 %)",ANO         (28),,ANO,True,True,True,True,28,2008,True,Bousín,Prostějov,Olomoucký kraj,"Bousín, Prostějov, Olomoucký kraj, Česká republika",True
59.0,"Milevsko                   (Písek, JHČ)",Souhlasíte s vyhlášením záměru na prodej plochy autobusového nádraží v Milevsku k výstavbě obchodního centra?,17. -18.10.2008,7539,0.497,ANO,"1 069    (28,5 %)","2 495    (66,6 %)",ANO      (1885),,ANO,True,True,True,True,1885,2008,True,Milevsko,Písek,Jihočeský kraj,"Milevsko, Písek, Jihočeský kraj, Česká republika",True
60.0,"Nové Heřminovy (Bruntál, MSK)","Souhlasíte s tím, aby obec Nové Heřminovy aktivně využila všech zákonných prostředků a dalších legitimních nástrojů, aby zabránila bourání budov na území obce v souvislosti s plánovaným záměrem přehrady v obci Nové  Heřminovy, zejména aby ve všech správních či soudních řízeních souvisejících s povolováním přehrady v obci Nové Heřminovy vystupovala vždy proti realizaci záměru přehrady?",2008-08-30 00:00:00,220,0.35,ANO,"55       (71,4 %)","21       (27,3 %)",ANO         (39),,ANO,True,True,True,True,39,2008,True,Nové Heřminovy,Bruntál,Moravskoslezský kraj,"Nové Heřminovy, Bruntál, Moravskoslezský kraj, Česká republika",True
61.0,"Dolní Břežany (Praha-západ, STČ)","Souhlasíte s tím, aby Zastupitelstvo obce schválilo pouze takové návrhy územního plánu, podle kterých nebude dále rozšiřováno zastavitelné území obce a aby další výstavba v zastavitelném území obce byla rozložena do etap, a to postupně až do r. 2040?",17. -18.10.2008,1935,0.423,ANO,"781     (85,4 %)","117      (12,8 %)",ANO       (458),,ANO,True,True,True,True,458,2008,True,Dolní Břežany,Praha-západ,Střední čechy,"Dolní Břežany, Praha-západ, Střední čechy, Česká republika",True
62.0,"Struhařov                (Praha-východ, STČ)","Má obec Struhařov navrhnout a prosazovat změnu územního plánu pro pozemky č.PK 94, PK 90/1, PK 89, PK 85/4, PK 80, PK 83, PK 131, PK 132, PK 133, PK 120/1, PK 120/2, PK 732, KN 87, KN 85/2, KN 63/2, KN 63/1, KN 63/14, KN 134/4 a KN 734/2 v lokalitě Pod Hliněným Rybníkem I a II. pro budoucí využití ze zastavitelného území na území nezastavitelné?",2008-10-11 00:00:00,504,0.21,NE,"61       (57,5 %)","42       (39,6 %)",NE                 (126),,NE,True,False,False,True,126,2008,True,Struhařov,Praha-východ,Střední čechy,"Struhařov, Praha-východ, Střední čechy, Česká republika",True
63.0,"Modlíkov           (Havlíčkův Brod, VYS)",Souhlasíte s umístěním větrných elektráren v katastrálním území Modlíkov?,17. -18.10.2008,131,0.863,ANO,"59       (52,2 %)",52           (46 %),ANO         (33),,ANO,True,True,True,True,33,2008,True,Modlíkov,Havlíčkův Brod,Kraj Vysočina,"Modlíkov, Havlíčkův Brod, Kraj Vysočina, Česká republika",True
64.0,"Libčeves                   (Louny, ULK)","Souhlasíte s tím, aby v obci Všechlapy, v objektu č.p. 1 (bývalý kravín) byla vybudována bioplynová stanice?",2008-11-29 00:00:00,729,0.324,NE,"35       (14,8 %)","201      (85,2 %)",NE                (183),,NE,True,False,False,True,183,2008,True,Libčeves,Louny,Ústecký kraj,"Libčeves, Louny, Ústecký kraj, Česká republika",True
65.0,"Dýšina                (Plzeň-město, PLK)","1. Souhlasíte s výstavbou Celního a daňového skladu pohonných hmot v katastrálním území obce Dýšina?                                                                                                                      2. Má obec Dýšina při výkonu své samostatné působnosti využít všech zákonných prostředků, aby zabránila výstavbě skladu pohonných hmot na území obce?",2009-01-15 00:00:00,1302,0.507,ANO,"ad 1) 16        ad 2) 612 (2,4 %; 92,7 %)","ad 1) 627     ad 2) 31 (95 %;   4,7 %)",ad 1) NE     ad 2) ANO  (326),,ANO,True,True,False,True,326,2009,True,Dýšina,Plzeň-město,Plzeňský kraj,"Dýšina, Plzeň-město, Plzeňský kraj, Česká republika",True
66.0,"Stříbro                       (Tachov, PLK)",Souhlasíte s výstavbou větrných elektráren na území obce Stříbro?,2009-01-09 00:00:00,6264,0.231,NE,"223     (15,7 %)","1 199    (84,3 %)",NE         (1566),,NE,True,False,False,True,1566,2009,True,Stříbro,Tachov,Plzeňský kraj,"Stříbro, Tachov, Plzeňský kraj, Česká republika",True
67.0,"Havlíčkova Borová (Havlíčkův Brod, VYS)",Souhlasíte s umístěním větrných elektráren v katastrálním území Havlíčkova Borová?,2009-02-21 00:00:00,761,0.6,ANO,"42          (9,2 %)","391     (85,7 %)",ANO       (190),,ANO,True,True,True,True,190,2009,True,Havlíčkova Borová,Havlíčkův Brod,Kraj Vysočina,"Havlíčkova Borová, Havlíčkův Brod, Kraj Vysočina, Česká republika",True
68.0,"Tlumačov                        (Zlín, ZLK)","Souhlasíte s tím, aby obec Tlumačov z rozpočtu obce těm vlastníkům pozemků dotčených plánovanou stavbou protipovodňových hrází v katastrálním území Tlumačov na Moravě, jajímž investorem má být  Povodí Moravy, s. p., kteří na rozdíl od většiny ostatních vlastníků odmítli v budoucnu prodat dotčené pozemky ve výměře nezbytného trvalého záboru za standardních podmínek, vycházejících z platných oceňovacích předpisů v době podpisu kupní smlouvy, minimálně však za částku 82, 78 Kč/m², zaplatila vyšší kupní cenu za 1 m² dotčených pozemků ve výměře nezbytného trvalého záboru, případně i ve výměře přesahující výměru nezbytného travalého záboru?",2009-03-06 00:00:00,1981,0.274,NE,"335     (61,8 %)","207     (38,2 %)",NE           (496),,NE,True,False,False,True,496,2009,True,Tlumačov,Zlín,Zlínský kraj,"Tlumačov, Zlín, Zlínský kraj, Česká republika",True
69.0,"Niva                    (Prostějov, OLK)",Souhlásíte s výstavbou větrných elektráren v katastrálním území obce Niva?,2009-03-21 00:00:00,271,0.664,ANO,"29       (16,1 %)","146     (81,1 %)",ANO         (68),,ANO,True,True,True,True,68,2009,True,Niva,Prostějov,Olomoucký kraj,"Niva, Prostějov, Olomoucký kraj, Česká republika",True
70.0,"Prosetín               (Chrudim, PAK)","Souhlasím s rozšířením těžby kamene pro výrobu drceného kameniva v dobývacím prostoru Prosetín I. v rozsahu navrženém firmou Taberg Praha, s. r. o.",5. - 6. 10 2009,646,0.664,ANO,"9       (2,1%)","414      (96,5 %)",ANO       (162),,ANO,True,True,True,True,162,2009,True,Prosetín,Chrudim,Pardubický kraj,"Prosetín, Chrudim, Pardubický kraj, Česká republika",True
71.0,"Liboš                      (Olomouc, OLK)","Souhlasíte se zřízením pískoven na území obce Liboš, tj. na katastrálním území Liboš a Krnov a změnou územního plánu umožňujících zřízení a provoz pískoven na území obce Liboš?",2009-06-20 00:00:00,481,0.593,ANO,"21          (7,4 %) ","263      (92,3 %)",ANO       (121),,ANO,True,True,True,True,121,2009,True,Liboš,Olomouc,Olomoucký kraj,"Liboš, Olomouc, Olomoucký kraj, Česká republika",True
72.0,"Květnice                    (Praha-východ, STČ)","1. Souhlasíte s tím, aby zastupitelstvo obce Květnice bylo povinno neprodlěně učinit veškeré kroky v samostatné působnosti, které by zabránily výstavbě více než dvoupodlažních budov v centru obce na místě stávajících hospodářských budov, zejména realizaci záměru ""Rezidence Flores"", o němž je vedeno řízení EIA pod č.j. 142294/2008/KUSKOŽP/Ja?                                                     2. Souhlasíte s tím, aby zastupitelstvo obce Květnice bylo povinno neprodleně učinit všechny kroky v samostatné působnosti, které jsou potřebné ke schválení změny územního plánu obce Květnice obsahující níže uvedené podmínky?              3. Souhlasíte s tím, aby bylo zastupitelstvo obce Květnice povinno neprodlěně učinit veškeré kroky v samostatné působnosti potřebné k tomu, aby nebyl realizován projekt ""Zahrady Květnice"" na pozemcích parc. č. 550/28 a 550/26 v katastrálním území Květnice dříve, než bude dokončena příslušná infrastruktura (dostatečná kapacita ČOV, posílení vodovodní sítě vč. vodojemu, vyřešení dopravních obslužných tras)?",2009-06-28 00:00:00,686,0.434,ANO,"ad 1) 292     ad 2) 287    ad 3) 295 (98 %; 96,3 %; 99 %)","Ad 1) 4      Ad 2) 8   Ad 3) 3 (1,3 %;       2,7 %; 1 %)",ad 1) ANO ad 2) ANO ad 3) ANO (172),,ANO,True,True,False,True,172,2009,True,Květnice,Praha-východ,Střední čechy,"Květnice, Praha-východ, Střední čechy, Česká republika",True
73.0,"Černá Hora (Blansko, JHM)","Jste pro vystoupení městyse Černá Hora ze Svazku vodovodů a kanalizací měst a obcí se sídlem v Boskovicích, 17. listopadu 14, i za předpokladu nutnosti vrácení dlužné částky ve výši nejméně 7 mil. Kč Svazku a předpokladu, že cena vodného a stočného v městysu Černá Hora může být po započítání vypořádání se Svazkem a uplatnění odpisů vodohospodářského majetku městyse vyšší, než je cenma současná?",2009-07-03 00:00:00,1561,0.181,NE,265        (94 %),"15          (5,3 %)",NE           (391),,NE,True,False,False,True,391,2009,True,Černá Hora,Blansko,Jihomoravský kraj,"Černá Hora, Blansko, Jihomoravský kraj, Česká republika",True
74.0,"Rohozná u Jihlavy                  (Jihlava, VYS)","1. Souhlasíte s tím, aby bylo v katastrálním území obce Rohozná u Jihlavy vybudováno hlubinné úložiště vysoceradioaktivních odpadů a vyhořelého jaderného paliva.                                             2. Souhlasím, aby na našem katastrálním území  byl proveden v rámci hlubinného úložiště geologický průzkum.",2009-08-15 00:00:00,312,0.75,ANO,"ad 1) 6           ad 2) 13 (2,6 %; 5,6 %)","ad 1) 226    ad 2) 218 (96,6 %; 93,2 %)",ad 1) ANO ad 2) ANO (78),,ANO,True,True,False,True,78,2009,True,Rohozná u Jihlavy,Jihlava,Kraj Vysočina,"Rohozná u Jihlavy, Jihlava, Kraj Vysočina, Česká republika",True
75.0,"Chotíkov                      (Plzeň-sever, PLK)",Souhlasíte s výstavbou zařízení na termické zpracování komunálního odpadu v katastrálním území obce Chotíkov?,2009-09-04 00:00:00,788,0.766,ANO,"312     (51,7 %)","291     (48,2 %)",ANO       (197),,ANO,True,True,True,True,197,2009,True,Chotíkov,Plzeň-sever,Plzeňský kraj,"Chotíkov, Plzeň-sever, Plzeňský kraj, Česká republika",True
76.0,"Zlín                    (Zlín, ZLK)","Souhlasíte s osamostatněním, tedy oddělením, místní části Kostelec od statutárního města Zlína a vznikem samostatné obce Kostelec u Zlína?",2009-09-11 00:00:00,1534,0.608,ANO,"231     (24,8 %)","677     (72,6 %)",NEPŘIJATO3 (768)        ,,ANO,True,True,False,True,768,2009,True,Zlín,Zlín,Zlínský kraj,"Zlín, Zlín, Zlínský kraj, Česká republika",True
77.0,"Lišnice                        (Most, ULK)",Má zastupitelstvo obce umožnit změnou územního plánu výstavbu skladovacího areálu obilovin na parcele 303/1 v katastrálním území obce Lišnice?,2009-09-12 00:00:00,173,0.665,ANO,"63       (54,8 %)","45       (39,1 %)",ANO         (44),,ANO,True,True,True,True,44,2009,True,Lišnice,Most,Ústecký kraj,"Lišnice, Most, Ústecký kraj, Česká republika",True
78.0,"Větřkovice                 (Opava, MSK)","Má zastupitelstvo obce Větřkovice podnikat další kroky, směřující k výstavbě větrných elektráren v katastrálním území Větřkovice u Vítkova a v katastrálním území Nové Vrbno?",2009-09-26 00:00:00,623,0.657,ANO,"121     (29,6 %)","272     (66,5 %)",ANO       (156),,ANO,True,True,True,True,156,2009,True,Větřkovice,Opava,Moravskoslezský kraj,"Větřkovice, Opava, Moravskoslezský kraj, Česká republika",True
79.0,"Věrovany (Olomouc, OLK)","Souhlasíte s tím, aby zastupitelstvo obce Věrovany podporovalo vybudování pískovny na katastrálním území obce Věrovany včetně změny územního plánu, která by umožnila těžbu písku na tomto území?",2009-10-10 00:00:00,1123,0.613,ANO,"45          (6,5 %)","631     (91,7 %)",ANO       (281),,ANO,True,True,True,True,281,2009,True,Věrovany,Olomouc,Olomoucký kraj,"Věrovany, Olomouc, Olomoucký kraj, Česká republika",True
80.0,"Okrouhlá Radouň (Jindřichův Hradec, JHČ)","1. Souhlasíte s tím, aby odpovědné obecní orgány obce Okrouhlá Radouň při výkonu samostatné působnosti obce využily všech zákonných prostředků k zabránění stavby úložiště vyhořelého jaderného paliva a vysoce radioaktivních odpadů?                            2. Souhlasíte s tím, aby odpovědné obecní orgány při výkonu samostatné působnosti obce využily všech zákonných prostředků k zabránění stavby podzemního zásobníku plynů?",2009-10-10 00:00:00,148,0.595,ANO,"ad 1) 82     ad 2) 80 (93,2 %; 90,9 %)","ad 1) 5    ad 2) 7  (5,7 %; 2,8 %)",ANO         (37),,ANO,True,True,True,True,37,2009,True,Okrouhlá Radouň,Jindřichův Hradec,Jihočeský kraj,"Okrouhlá Radouň, Jindřichův Hradec, Jihočeský kraj, Česká republika",True
81.0,"Veselí nad Lužnicí         (Tábor, JHČ)",Souhlasíte s vyhlášením záměru na prodej plochy u kulturního domu ve Veselí nad Lužnicí k výstavbě obchodního centra za účelem získání finančních prostředků na rekonstrukci kulturního domu?,2009-11-07 00:00:00,5378,0.3327,NE,"513     (28,7 %)","1 261    (70,5 %)",NE           (1345),,NE,True,False,False,True,1345,2009,True,Veselí nad Lužnicí,Tábor,Jihočeský kraj,"Veselí nad Lužnicí, Tábor, Jihočeský kraj, Česká republika",True
82.0,"Úhonice            (Praha-západ, STČ)",Souhlasíte s umístěním větrných elektráren v katastrálním území obce Úhonice?,2009-11-21 00:00:00,777,0.367,ANO,97           (34 %),"174     (61,1 %)",NE           (194),,ANO,True,True,False,True,194,2009,True,Úhonice,Praha-západ,Střední čechy,"Úhonice, Praha-západ, Střední čechy, Česká republika",True
83.0,"Vamberk                   (Rychnov nad Kněžnou, HKK",Souhlasíte s prodejem chaty Vyhlídka?,20.11.200929,3823,0.275,NE,"471     (44,8  %)","551     (52,4 %)",NE           (956),,NE,True,False,False,True,956,2009,True,Vamberk,Rychnov nad Kněžnou,Královéhradecký kraj,"Vamberk, Rychnov nad Kněžnou, Královéhradecký kraj, Česká republika",True
84.0,"Roztoky                        (Praha-západ, STČ)","Souhlasíte s tím, aby Zastupitelstvo města Roztoky v rámci své pravomoci a působnosti pro celé území města Roztoky schválilo pouze takový návrh územního plánu, regulačního plánu nebo územní studie, v němž nová výstavba pro bydlení v plochách čistě obytných a obytných mimo současné zastavěné území definované Územním plánem města Roztoky ze dne 7. 9. 1995 ve znění platných změn bude povolena pouze rodinnými domy?",2009-11-26 00:00:00,5711,0.256,NE,"1 323   (90,5 %)","130       (8,9 %)",NE          (1428),,NE,True,False,False,True,1428,2009,True,Roztoky,Praha-západ,Střední čechy,"Roztoky, Praha-západ, Střední čechy, Česká republika",True
85.0,"Běloky                  (Kladno, STČ)","1. Souhlasíte s tím, aby v připravovaném územním plánu obce Běloky bylo uvažováno s průmyslovou zástavbou?                                                                        2. Souhlasíte s tím, aby v připravovaném územním plánu obce Běloky byla povolena další bytová výstvba nad 10% současných popisných čísel obce Běloky?",2009-11-28 00:00:00,114,0.816,ANO,"ad 1)    5         ad 2)  30 (5,4 %; 32,3 %)","ad 1)  85       ad 2) 60 (91,4 %; 64,5 %)",ad 1) ANO ad 2) ANO (29),,ANO,True,True,False,True,29,2009,True,Běloky,Kladno,Střední čechy,"Běloky, Kladno, Střední čechy, Česká republika",True
87.0,"Siřejovice (Litoměřice, ULK)",Souhlasíte s umístěním logistického centra v katastru obce Siřejovice?,2010-01-30 00:00:00,233,0.6266,ANO,"15       (10,3 %)",127        (87 %),ANO         (58),,ANO,True,True,True,True,58,2010,True,Siřejovice,Litoměřice,Ústecký kraj,"Siřejovice, Litoměřice, Ústecký kraj, Česká republika",True
88.0,"Záboří                         (České Budějovice, JHČ)",Souhlasíte s výstavbou fotovoltaické elektrárny v obci Záboří?,2010-01-30 00:00:00,267,0.581,ANO,"74       (47,7 %)","78       (50,3 %)",ANO         (67),,ANO,True,True,True,True,67,2010,True,Záboří,České Budějovice,Jihočeský kraj,"Záboří, České Budějovice, Jihočeský kraj, Česká republika",True
89.0,"Chvatěruby              (Mělník, STČ)","1. Souhlasíte s tím, aby obec Chvatěruby činila všechny dostupné právní kroky, které zabrání záměru rozšíření letiště Vodochody na veřejné mezinárodní letiště.                                                                                             2. Souhlasíte s rozšířením letiště Vodochody na mezinárodní letiště?",2010-02-12 00:00:00,376,0.577,ANO,"ad 1) 207     ad 2) 6 (95,4 %; 2,8 %)","ad 1)    8         ad 2) 209 (3,7 %; 96,3 %)",ad 1) ANO ad 2) ANO (94),,ANO,True,True,False,True,94,2010,True,Chvatěruby,Mělník,Střední čechy,"Chvatěruby, Mělník, Střední čechy, Česká republika",True
